Sample Number (4000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),Temperatura ([°C]),Presión ([mBar]),Altura ([m]),Altura_máxima ([m]),Apogeo (On/Off),Main_parachute (On/Off),Acelerometro_X ([m/s2]),Acelerometro_Y ([m/s2]),Acelerometro_Z ([m/s2]),Media_cuadrática (N/A),Giroscopio_X ([°/s]),Giroscopio_Y ([°/s]),Giroscopio_Z ([°/s]),Magnetómetro_X ([uT]),Magnetómetro_Y ([uT]),Magnetómetro_Z ([uT])
543,1664296574618,26.46,902.67,1.11,1.29,0.0,0.0,1.54,-0.48,9.65,9.78,-0.06,0.06,-0.06,-0.19,0.25,0.0
544,1664296574877,26.47,902.68,1.01,1.29,0.0,0.0,1.53,-0.51,9.62,9.75,0.0,0.0,0.0,0.0,0.0,0.0
545,1664296575135,26.47,902.68,1.01,1.29,0.0,0.0,1.54,-0.5,9.62,9.76,0.13,-0.31,0.06,0.13,-0.31,0.06
546,1664296575405,26.47,902.67,1.11,1.29,0.0,0.0,1.53,-0.52,9.64,9.77,0.06,0.06,-0.06,0.06,0.06,-0.06
547,1664296575663,26.47,902.65,1.29,1.29,0.0,0.0,1.53,-0.51,9.64,9.77,0.13,0.19,0.0,0.13,0.19,0.0
548,1664296575938,26.47,902.68,1.01,1.29,0.0,0.0,1.53,-0.49,9.63,9.76,-0.13,0.13,0.13,-0.13,0.13,0.13
549,1664296576194,26.47,902.66,1.2,1.29,0.0,0.0,1.54,-0.51,9.63,9.77,0.13,-0.31,0.25,0.13,-0.31,0.25
550,1664296576453,26.48,902.67,1.11,1.29,0.0,0.0,1.52,-0.5,9.63,9.76,0.0,0.06,0.0,0.0,0.06,0.0
551,1664296576723,26.48,902.66,1.2,1.29,0.0,0.0,1.53,-0.49,9.63,9.76,0.13,-0.06,0.0,-0.13,0.19,-0.19
552,1664296576982,26.48,902.66,1.2,1.29,0.0,0.0,1.54,-0.53,9.61,9.75,-0.06,0.0,0.0,0.0,-0.19,-0.06
553,1664296577243,26.48,902.65,1.29,1.29,0.0,0.0,1.54,-0.51,9.63,9.77,0.0,-0.13,0.13,0.13,0.0,0.0
554,1664296577501,26.49,902.67,1.11,1.29,0.0,0.0,1.54,-0.51,9.62,9.76,0.13,-0.13,0.06,0.13,-0.13,0.06
555,1664296577756,26.49,902.67,1.11,1.29,0.0,0.0,1.54,-0.51,9.64,9.78,0.0,0.06,0.0,0.0,0.06,0.0
556,1664296578045,26.49,902.66,1.2,1.29,0.0,0.0,1.54,-0.51,9.63,9.77,0.06,-0.06,-0.13,0.06,-0.06,-0.13
557,1664296578303,26.49,902.68,1.01,1.29,0.0,0.0,1.52,-0.51,9.62,9.75,0.0,0.0,-0.13,0.0,0.0,-0.13
558,1664296578558,26.49,902.66,1.2,1.29,0.0,0.0,1.54,-0.51,9.63,9.77,-0.13,0.19,0.0,-0.13,0.19,0.0
559,1664296578818,26.5,902.66,1.2,1.29,0.0,0.0,1.54,-0.51,9.65,9.79,-0.06,0.0,0.0,-0.06,0.0,0.0
560,1664296579088,26.5,902.66,1.2,1.29,0.0,0.0,1.54,-0.47,9.62,9.75,0.0,0.06,0.06,0.0,0.06,0.06
561,1664296579353,26.5,902.66,1.2,1.29,0.0,0.0,1.54,-0.51,9.59,9.73,-0.13,0.0,-0.06,-0.13,0.0,-0.06
562,1664296579612,26.51,902.65,1.29,1.29,0.0,0.0,1.54,-0.48,9.63,9.76,0.0,0.06,0.0,0.0,0.06,0.0
563,1664296579874,26.51,902.68,1.01,1.29,0.0,0.0,1.55,-0.5,9.64,9.78,-0.19,-0.06,-0.06,-0.13,-0.13,0.0
564,1664296580150,26.51,902.67,1.11,1.29,0.0,0.0,1.53,-0.53,9.6,9.74,0.06,0.13,0.0,0.06,0.13,0.0
565,1664296580418,26.51,902.66,1.2,1.29,0.0,0.0,1.54,-0.51,9.63,9.77,0.06,0.0,0.0,-0.06,-0.13,-0.06
566,1664296580677,26.51,902.66,1.2,1.29,0.0,0.0,1.54,-0.52,9.63,9.77,0.13,-0.19,0.06,0.0,-0.06,0.06
567,1664296580938,26.51,902.7,0.83,1.29,0.0,0.0,1.53,-0.51,9.59,9.72,0.06,0.19,0.06,0.06,0.19,0.06
568,1664296581195,26.52,902.68,1.01,1.29,0.0,0.0,1.54,-0.5,9.62,9.76,0.0,0.06,-0.06,0.0,0.06,-0.06
569,1664296581454,26.52,902.65,1.29,1.29,0.0,0.0,1.54,-0.52,9.63,9.77,0.0,-0.06,0.06,0.0,-0.06,0.06
570,1664296581724,26.52,902.67,1.11,1.29,0.0,0.0,1.54,-0.53,9.61,9.75,0.0,0.19,-0.06,0.0,0.19,-0.06
571,1664296581988,26.52,902.66,1.2,1.29,0.0,0.0,1.54,-0.49,9.62,9.75,-0.06,-0.06,-0.13,0.0,-0.06,0.06
572,1664296582264,26.52,902.65,1.29,1.29,0.0,0.0,1.54,-0.49,9.61,9.74,0.0,-0.13,-0.06,0.0,-0.13,-0.06
573,1664296582520,26.53,902.66,1.2,1.29,0.0,0.0,1.53,-0.48,9.62,9.75,0.0,0.0,0.0,0.0,0.0,0.0
574,1664296582780,26.53,902.66,1.2,1.29,0.0,0.0,1.54,-0.51,9.62,9.76,0.0,-0.06,0.0,0.0,-0.06,0.0
575,1664296583050,26.53,902.67,1.11,1.29,0.0,0.0,1.54,-0.51,9.61,9.75,0.13,0.0,-0.13,0.13,0.0,-0.13
576,1664296583303,26.53,902.66,1.2,1.29,0.0,0.0,1.53,-0.5,9.62,9.75,0.06,-0.06,0.06,0.06,-0.06,0.06
577,1664296583571,26.54,902.66,1.2,1.29,0.0,0.0,1.52,-0.5,9.63,9.76,-0.06,-0.13,0.0,-0.06,-0.13,0.0
578,1664296583834,26.54,902.67,1.11,1.29,0.0,0.0,1.52,-0.5,9.61,9.74,-0.06,-0.13,0.0,-0.06,-0.13,0.0
579,1664296584091,26.54,902.67,1.11,1.29,0.0,0.0,1.54,-0.48,9.61,9.74,0.0,-0.06,0.13,0.0,-0.06,0.13
580,1664296584367,26.54,902.64,1.39,1.39,0.0,0.0,1.54,-0.5,9.6,9.74,-0.06,-0.06,0.0,-0.06,-0.06,0.0
581,1664296584641,26.54,902.69,0.92,1.39,0.0,0.0,1.54,-0.49,9.62,9.75,0.0,0.19,0.06,0.0,-0.06,0.0
582,1664296584901,26.55,902.67,1.11,1.39,0.0,0.0,1.53,-0.5,9.6,9.73,0.13,-0.06,0.06,0.13,-0.06,0.06
583,1664296585159,26.55,902.66,1.2,1.39,0.0,0.0,1.53,-0.5,9.63,9.76,0.0,-0.06,0.0,0.0,-0.06,0.0
584,1664296585417,26.55,902.66,1.2,1.39,0.0,0.0,1.53,-0.51,9.65,9.78,0.0,-0.13,-0.06,0.0,0.06,0.06
585,1664296585702,26.55,902.67,1.11,1.39,0.0,0.0,1.55,-0.5,9.64,9.78,0.13,-0.06,0.06,0.13,-0.06,0.06
586,1664296585966,26.55,902.66,1.2,1.39,0.0,0.0,1.53,-0.52,9.63,9.76,-0.13,-0.06,-0.06,-0.13,-0.06,-0.06
587,1664296586219,26.55,902.67,1.11,1.39,0.0,0.0,1.53,-0.52,9.63,9.76,0.13,0.0,0.06,0.13,0.0,0.06
588,1664296586488,26.56,902.68,1.01,1.39,0.0,0.0,1.54,-0.48,9.59,9.72,0.06,0.0,-0.06,0.06,0.06,-0.06
589,1664296586748,26.56,902.64,1.39,1.39,0.0,0.0,1.53,-0.52,9.6,9.74,0.0,0.13,-0.13,0.0,0.13,-0.19
590,1664296587053,26.56,902.63,1.48,1.48,0.0,0.0,1.54,-0.5,9.62,9.76,-0.13,-0.25,0.0,-0.13,-0.25,0.0
591,1664296587316,26.56,902.65,1.29,1.48,0.0,0.0,1.53,-0.52,9.6,9.74,0.0,-0.06,-0.13,0.0,-0.06,-0.13
592,1664296587576,26.56,902.65,1.29,1.48,0.0,0.0,1.54,-0.53,9.62,9.76,0.06,0.06,-0.06,0.06,0.06,-0.06
593,1664296587832,26.57,902.68,1.01,1.48,0.0,0.0,1.53,-0.49,9.63,9.76,-0.06,0.06,0.0,-0.06,0.06,0.0
594,1664296588091,26.57,902.67,1.11,1.48,0.0,0.0,1.54,-0.49,9.63,9.76,-0.06,0.06,0.0,0.0,0.13,0.0
595,1664296588363,26.57,902.67,1.11,1.48,0.0,0.0,1.54,-0.51,9.61,9.75,0.0,0.13,-0.06,0.0,0.13,-0.06
596,1664296588622,26.58,902.65,1.29,1.48,0.0,0.0,1.54,-0.51,9.63,9.77,0.06,0.06,0.06,0.06,0.06,0.06
597,1664296588901,26.58,902.67,1.11,1.48,0.0,0.0,1.53,-0.51,9.61,9.74,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06
598,1664296589165,26.58,902.66,1.2,1.48,0.0,0.0,1.53,-0.49,9.63,9.76,-0.06,0.13,-0.13,-0.06,0.13,-0.13
599,1664296589424,26.58,902.65,1.29,1.48,0.0,0.0,1.54,-0.49,9.6,9.74,0.0,-0.06,-0.06,0.0,-0.06,-0.06
600,1664296589695,26.58,902.66,1.2,1.48,0.0,0.0,1.54,-0.5,9.61,9.75,0.0,0.0,0.06,0.0,0.0,0.0
601,1664296589953,26.58,902.67,1.11,1.48,0.0,0.0,1.53,-0.52,9.61,9.74,0.0,0.06,-0.06,0.13,0.0,-0.06
602,1664296590215,26.59,902.67,1.11,1.48,0.0,0.0,1.53,-0.5,9.62,9.75,0.06,-0.31,0.13,0.06,-0.31,0.13
603,1664296590472,26.59,902.65,1.29,1.48,0.0,0.0,1.54,-0.5,9.63,9.77,0.06,-0.06,0.0,0.06,-0.06,0.0
604,1664296590730,26.59,902.66,1.2,1.48,0.0,0.0,1.54,-0.48,9.6,9.73,0.06,-0.13,0.19,0.06,-0.13,0.19
605,1664296591010,26.59,902.67,1.11,1.48,0.0,0.0,1.54,-0.49,9.63,9.76,0.0,-0.06,-0.06,0.0,-0.25,0.06
606,1664296591275,26.59,902.64,1.39,1.48,0.0,0.0,1.54,-0.49,9.64,9.77,-0.25,-0.13,-0.06,0.0,-0.13,0.0
607,1664296591531,26.6,902.66,1.2,1.48,0.0,0.0,1.54,-0.49,9.6,9.74,0.06,0.0,0.06,0.06,0.0,0.06
608,1664296591789,26.6,902.66,1.2,1.48,0.0,0.0,1.54,-0.48,9.63,9.76,-0.06,-0.13,0.06,0.13,-0.19,0.0
609,1664296592050,26.6,902.65,1.29,1.48,0.0,0.0,1.53,-0.52,9.65,9.78,0.0,0.06,-0.06,-0.13,0.0,-0.06
610,1664296592306,26.6,902.66,1.2,1.48,0.0,0.0,1.53,-0.5,9.62,9.75,0.0,0.0,-0.13,0.0,0.0,-0.13
611,1664296592565,26.61,902.68,1.01,1.48,0.0,0.0,1.53,-0.51,9.6,9.73,-0.06,0.0,-0.13,-0.06,0.0,-0.13
612,1664296592826,26.61,902.66,1.2,1.48,0.0,0.0,1.54,-0.5,9.64,9.78,-0.06,0.25,-0.06,-0.06,0.25,-0.06
613,1664296593081,26.61,902.64,1.39,1.48,0.0,0.0,1.54,-0.51,9.62,9.76,0.0,0.06,0.06,0.0,0.06,0.06
614,1664296593374,26.61,902.66,1.2,1.48,0.0,0.0,1.54,-0.51,9.63,9.77,0.0,0.0,0.13,-0.13,0.06,-0.25
615,1664296593631,26.61,902.65,1.29,1.48,0.0,0.0,1.53,-0.5,9.65,9.78,-0.13,0.0,0.0,-0.13,0.0,0.0
616,1664296593891,26.62,902.64,1.39,1.48,0.0,0.0,1.54,-0.51,9.63,9.77,-0.06,0.06,0.06,-0.06,0.06,0.06
617,1664296594149,26.62,902.68,1.01,1.48,0.0,0.0,1.54,-0.51,9.62,9.76,-0.06,0.13,0.13,-0.06,0.13,0.13
618,1664296594404,26.62,902.66,1.2,1.48,0.0,0.0,1.54,-0.52,9.62,9.76,-0.06,0.13,0.06,-0.06,0.13,0.06
619,1664296594676,26.62,902.66,1.2,1.48,0.0,0.0,1.54,-0.49,9.64,9.77,-0.06,-0.06,0.06,-0.06,0.06,0.06
620,1664296594939,26.62,902.64,1.39,1.48,0.0,0.0,1.55,-0.49,9.63,9.77,-0.06,-0.06,-0.13,-0.06,-0.06,0.0
621,1664296595206,26.63,902.64,1.39,1.48,0.0,0.0,1.53,-0.51,9.63,9.76,0.0,0.06,-0.06,0.0,0.06,-0.06
622,1664296595468,26.63,902.66,1.2,1.48,0.0,0.0,1.54,-0.5,9.61,9.75,-0.06,0.13,-0.13,-0.06,0.0,0.0
623,1664296595727,26.63,902.65,1.29,1.48,0.0,0.0,1.54,-0.52,9.64,9.78,0.06,-0.06,-0.13,-0.19,0.25,0.0
624,1664296595993,26.63,902.66,1.2,1.48,0.0,0.0,1.53,-0.51,9.61,9.74,0.0,0.0,0.06,0.0,0.0,0.06
625,1664296596254,26.64,902.65,1.29,1.48,0.0,0.0,1.54,-0.51,9.63,9.77,0.06,0.13,-0.06,0.06,0.13,-0.06
626,1664296596518,26.64,902.64,1.39,1.48,0.0,0.0,1.53,-0.52,9.61,9.74,-0.06,0.06,-0.06,-0.06,0.06,-0.06
627,1664296596779,26.64,902.66,1.2,1.48,0.0,0.0,1.55,-0.5,9.61,9.75,-0.13,-0.19,0.06,-0.13,-0.19,0.06
628,1664296597038,26.64,902.67,1.11,1.48,0.0,0.0,1.54,-0.52,9.64,9.78,0.0,0.0,0.06,0.13,0.0,0.06
629,1664296597309,26.64,902.65,1.29,1.48,0.0,0.0,1.54,-0.5,9.63,9.77,0.0,0.06,0.0,0.0,0.06,0.0
630,1664296597573,26.65,902.65,1.29,1.48,0.0,0.0,1.54,-0.51,9.61,9.75,0.0,-0.06,-0.06,0.0,-0.06,-0.06
631,1664296597850,26.65,902.65,1.29,1.48,0.0,0.0,1.53,-0.51,9.63,9.76,0.06,0.13,0.13,-0.13,-0.06,0.19
632,1664296598112,26.65,902.65,1.29,1.48,0.0,0.0,1.55,-0.51,9.64,9.78,0.06,-0.06,-0.06,0.06,-0.06,-0.06
633,1664296598371,26.65,902.65,1.29,1.48,0.0,0.0,1.55,-0.5,9.61,9.75,0.13,0.0,0.0,0.06,-0.06,0.13
634,1664296598670,26.65,902.65,1.29,1.48,0.0,0.0,1.53,-0.52,9.63,9.76,0.06,0.0,0.0,0.06,0.0,0.0
635,1664296598936,26.65,902.64,1.39,1.48,0.0,0.0,1.53,-0.5,9.61,9.74,-0.06,0.0,0.0,-0.06,0.0,0.0
636,1664296599202,26.66,902.64,1.39,1.48,0.0,0.0,1.53,-0.51,9.64,9.77,0.0,0.13,0.06,0.0,0.13,0.06
637,1664296599468,26.66,902.66,1.2,1.48,0.0,0.0,1.54,-0.5,9.65,9.78,0.13,0.13,0.0,0.13,0.13,0.0
638,1664296599770,26.66,902.66,1.2,1.48,0.0,0.0,1.52,-0.53,9.61,9.74,-0.06,0.13,-0.13,-0.06,0.13,-0.13
639,1664296600045,26.66,902.66,1.2,1.48,0.0,0.0,1.53,-0.51,9.61,9.74,0.06,0.06,0.0,0.06,0.06,0.0
640,1664296600313,26.66,902.65,1.29,1.48,0.0,0.0,1.54,-0.5,9.64,9.78,0.0,0.19,0.06,-0.13,0.13,0.0
641,1664296600577,26.67,902.66,1.2,1.48,0.0,0.0,1.54,-0.52,9.62,9.76,0.06,0.13,0.0,0.06,0.13,0.0
642,1664296600843,26.67,902.66,1.2,1.48,0.0,0.0,1.52,-0.5,9.61,9.74,0.0,0.0,0.06,0.0,0.0,0.06
643,1664296601110,26.67,902.65,1.29,1.48,0.0,0.0,1.54,-0.5,9.62,9.76,0.06,0.0,0.06,0.06,0.0,0.06
644,1664296601395,26.67,902.66,1.2,1.48,0.0,0.0,1.53,-0.5,9.61,9.74,-0.06,-0.06,0.0,-0.06,-0.06,0.0
645,1664296601662,26.68,902.65,1.29,1.48,0.0,0.0,1.54,-0.51,9.65,9.79,0.06,-0.06,0.06,0.06,-0.06,0.06
646,1664296601930,26.68,902.64,1.39,1.48,0.0,0.0,1.53,-0.51,9.64,9.77,0.06,-0.06,0.0,0.06,-0.06,0.0
647,1664296602210,26.68,902.67,1.11,1.48,0.0,0.0,1.54,-0.51,9.62,9.76,-0.06,0.06,-0.06,-0.06,0.06,0.06
648,1664296602483,26.68,902.65,1.29,1.48,0.0,0.0,1.53,-0.52,9.59,9.73,-0.06,-0.19,0.06,-0.06,-0.19,0.06
649,1664296602766,26.68,902.65,1.29,1.48,0.0,0.0,1.53,-0.53,9.64,9.78,-0.06,-0.06,0.0,-0.06,-0.06,0.0
650,1664296603038,26.68,902.64,1.39,1.48,0.0,0.0,1.54,-0.49,9.62,9.75,0.0,-0.06,-0.06,0.0,-0.06,-0.06
651,1664296603301,26.69,902.66,1.2,1.48,0.0,0.0,1.54,-0.51,9.63,9.77,0.0,0.13,0.0,0.0,0.13,0.0
652,1664296603569,26.69,902.64,1.39,1.48,0.0,0.0,1.54,-0.49,9.63,9.76,0.0,0.25,-0.13,0.06,0.13,0.0
653,1664296603835,26.69,902.64,1.39,1.48,0.0,0.0,1.54,-0.51,9.62,9.76,0.0,-0.06,0.0,0.0,-0.06,0.0
654,1664296604123,26.69,902.65,1.29,1.48,0.0,0.0,1.52,-0.49,9.6,9.73,0.0,-0.06,0.06,0.0,-0.06,0.06
655,1664296604389,26.7,902.67,1.11,1.48,0.0,0.0,1.55,-0.51,9.6,9.74,0.13,-0.06,-0.06,-0.06,0.0,0.0
656,1664296604656,26.7,902.64,1.39,1.48,0.0,0.0,1.52,-0.53,9.62,9.75,0.13,-0.06,0.0,0.13,-0.06,0.0
657,1664296604921,26.7,902.65,1.29,1.48,0.0,0.0,1.53,-0.51,9.63,9.76,0.0,0.0,-0.06,-0.06,-0.13,0.13
658,1664296605187,26.7,902.66,1.2,1.48,0.0,0.0,1.53,-0.5,9.6,9.73,0.13,0.0,-0.19,0.13,0.0,-0.19
659,1664296605467,26.71,902.65,1.29,1.48,0.0,0.0,1.54,-0.51,9.61,9.75,0.0,0.0,0.13,0.0,0.0,0.13
660,1664296605733,26.7,902.64,1.39,1.48,0.0,0.0,1.53,-0.5,9.63,9.76,0.06,-0.13,0.0,0.0,0.13,0.06
661,1664296606000,26.71,902.65,1.29,1.48,0.0,0.0,1.54,-0.51,9.61,9.75,0.0,0.0,-0.06,0.0,0.0,-0.06
662,1664296606274,26.71,902.63,1.48,1.48,0.0,0.0,1.53,-0.52,9.64,9.77,-0.19,-0.06,0.06,-0.19,-0.06,0.06
663,1664296606539,26.72,902.67,1.11,1.48,0.0,0.0,1.52,-0.49,9.6,9.73,0.13,-0.25,0.0,0.13,-0.25,0.0
664,1664296606866,26.71,902.66,1.2,1.48,0.0,0.0,1.54,-0.52,9.64,9.78,-0.19,0.06,-0.06,0.13,0.06,0.0
665,1664296607132,26.71,902.64,1.39,1.48,0.0,0.0,1.54,-0.5,9.6,9.74,0.0,-0.06,0.0,0.0,-0.06,0.0
666,1664296607399,26.72,902.65,1.29,1.48,0.0,0.0,1.53,-0.48,9.56,9.69,0.0,-0.06,0.06,0.0,-0.06,0.06
667,1664296607665,26.72,902.66,1.2,1.48,0.0,0.0,1.53,-0.5,9.62,9.75,0.0,0.06,0.0,0.0,0.25,-0.06
668,1664296607932,26.73,902.63,1.48,1.48,0.0,0.0,1.53,-0.51,9.62,9.75,0.06,-0.06,0.0,0.06,-0.06,0.0
669,1664296608210,26.73,902.65,1.29,1.48,0.0,0.0,1.54,-0.52,9.62,9.76,0.13,0.06,0.0,0.06,-0.13,-0.06
670,1664296608490,26.73,902.64,1.39,1.48,0.0,0.0,1.53,-0.52,9.62,9.75,-0.06,-0.06,-0.19,0.0,0.0,0.06
671,1664296608756,26.73,902.65,1.29,1.48,0.0,0.0,1.54,-0.49,9.62,9.75,0.0,0.0,-0.06,0.0,0.0,-0.06
672,1664296609021,26.73,902.63,1.48,1.48,0.0,0.0,1.54,-0.53,9.62,9.76,0.0,-0.06,0.13,0.0,-0.06,0.13
673,1664296609302,26.74,902.65,1.29,1.48,0.0,0.0,1.54,-0.51,9.62,9.76,0.13,0.06,0.06,-0.06,0.06,0.13
674,1664296609568,26.74,902.64,1.39,1.48,0.0,0.0,1.54,-0.51,9.63,9.77,0.06,-0.06,0.0,0.06,-0.06,0.0
675,1664296609834,26.74,902.63,1.48,1.48,0.0,0.0,1.53,-0.51,9.6,9.73,0.0,0.13,-0.13,0.0,0.13,-0.13
676,1664296610100,26.74,902.64,1.39,1.48,0.0,0.0,1.54,-0.5,9.62,9.76,0.0,-0.06,-0.06,0.0,0.0,-0.06
677,1664296610365,26.74,902.66,1.2,1.48,0.0,0.0,1.54,-0.5,9.63,9.77,0.13,0.13,0.0,0.13,0.13,0.0
678,1664296610644,26.75,902.65,1.29,1.48,0.0,0.0,1.53,-0.53,9.63,9.77,-0.06,0.0,-0.06,0.0,0.0,0.0
679,1664296610909,26.75,902.64,1.39,1.48,0.0,0.0,1.54,-0.51,9.62,9.76,0.06,0.0,-0.06,-0.06,-0.06,0.0
680,1664296611192,26.75,902.65,1.29,1.48,0.0,0.0,1.54,-0.47,9.63,9.76,0.06,0.0,-0.13,0.06,0.0,-0.13
681,1664296611457,26.75,902.64,1.39,1.48,0.0,0.0,1.53,-0.5,9.63,9.76,-0.06,0.06,0.0,-0.06,0.06,0.0
682,1664296611725,26.75,902.65,1.29,1.48,0.0,0.0,1.53,-0.48,9.63,9.76,0.0,-0.13,0.13,0.0,-0.13,0.13
683,1664296612003,26.76,902.67,1.11,1.48,0.0,0.0,1.53,-0.51,9.61,9.74,0.13,-0.06,0.06,0.06,0.06,-0.13
684,1664296612269,26.76,902.67,1.11,1.48,0.0,0.0,1.54,-0.49,9.63,9.76,0.06,0.31,0.0,0.06,0.31,0.0
685,1664296612541,26.76,902.64,1.39,1.48,0.0,0.0,1.54,-0.5,9.63,9.77,0.0,-0.06,-0.06,0.0,-0.06,-0.06
686,1664296612807,26.76,902.65,1.29,1.48,0.0,0.0,1.55,-0.5,9.59,9.73,0.0,-0.19,0.0,0.0,-0.19,0.0
687,1664296613084,26.77,902.64,1.39,1.48,0.0,0.0,1.54,-0.51,9.61,9.75,0.0,0.06,0.0,0.0,0.06,0.0
688,1664296613367,26.77,902.63,1.48,1.48,0.0,0.0,1.53,-0.51,9.62,9.75,-0.06,-0.19,0.06,-0.06,-0.19,0.06
689,1664296613639,26.77,902.66,1.2,1.48,0.0,0.0,1.54,-0.52,9.63,9.77,-0.06,0.06,-0.19,-0.06,0.06,-0.19
690,1664296613902,26.77,902.66,1.2,1.48,0.0,0.0,1.53,-0.49,9.6,9.73,0.0,0.0,0.06,0.0,0.0,0.06
691,1664296614174,26.77,902.63,1.48,1.48,0.0,0.0,1.54,-0.51,9.61,9.75,-0.13,0.06,-0.06,-0.13,0.06,-0.06
692,1664296614444,26.78,902.65,1.29,1.48,0.0,0.0,1.54,-0.51,9.61,9.75,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06
693,1664296614723,26.78,902.66,1.2,1.48,0.0,0.0,1.53,-0.5,9.6,9.73,0.19,0.13,-0.06,0.19,0.13,-0.06
694,1664296614990,26.78,902.66,1.2,1.48,0.0,0.0,1.54,-0.49,9.64,9.77,0.0,0.13,-0.06,0.06,0.0,0.0
695,1664296615256,26.78,902.65,1.29,1.48,0.0,0.0,1.54,-0.51,9.6,9.74,0.13,0.0,0.0,0.13,0.0,0.0
696,1664296615522,26.78,902.64,1.39,1.48,0.0,0.0,1.53,-0.5,9.61,9.74,0.0,-0.06,0.0,0.0,-0.06,0.0
697,1664296615804,26.79,902.66,1.2,1.48,0.0,0.0,1.54,-0.56,9.6,9.74,-0.13,-0.19,0.19,0.06,0.0,-0.19
698,1664296616087,26.79,902.65,1.29,1.48,0.0,0.0,1.57,-0.76,9.53,9.69,-0.13,-0.37,0.31,-0.19,-0.13,0.44
699,1664296616361,26.79,902.64,1.39,1.48,0.0,0.0,1.87,-0.52,10.02,10.21,-1.62,-2.56,2.06,-1.62,-2.56,2.06
700,1664296616623,26.79,902.64,1.39,1.48,0.0,0.0,1.81,-0.39,9.99,10.16,0.88,0.81,-0.69,0.88,0.81,-0.69
701,1664296616890,26.79,902.63,1.48,1.48,0.0,0.0,1.42,-0.29,9.63,9.74,0.88,1.37,2.31,0.88,1.37,2.31
702,1664296617156,26.8,902.66,1.2,1.48,0.0,0.0,-0.43,-0.41,9.83,9.85,0.56,2.5,1.06,0.56,2.5,1.06
703,1664296617714,26.8,902.66,1.2,1.48,0.0,0.0,4.32,0.05,8.63,9.65,2.62,6.62,-0.88,-1.12,5.5,4.69
704,1664296617994,26.81,902.71,0.73,1.48,0.0,0.0,-0.45,-2.48,16.23,16.42,23.12,11.5,-11.06,23.12,11.5,-11.06
705,1664296618259,26.81,902.75,0.36,1.48,0.0,0.0,5.06,1.03,8.09,9.6,-7.69,-0.44,5.12,-7.69,-0.44,5.12
706,1664296618532,26.81,902.79,-0.02,1.48,0.0,0.0,1.12,0.85,7.22,7.36,12.06,-2.12,2.5,12.06,-2.12,2.5
707,1664296618812,26.81,902.71,0.73,1.48,0.0,0.0,-2.83,-1.13,7.52,8.11,8.94,-2.56,-6.44,-10.56,5.81,4.94
708,1664296619085,26.81,902.58,1.95,1.95,0.0,0.0,-2.02,-1.05,8.81,9.1,-5.56,1.12,-0.88,-5.56,1.12,-0.88
709,1664296619353,26.82,902.57,2.04,2.04,0.0,0.0,-0.98,-2.38,9.01,9.37,-6.81,-1.62,3.56,-6.81,-1.62,3.56
710,1664296619631,26.82,902.56,2.13,2.13,0.0,0.0,-3.19,-0.9,9.45,10.01,6.62,-3.94,-10.88,6.62,-3.94,-10.88
711,1664296619912,26.82,902.54,2.32,2.32,0.0,0.0,-0.1,-0.06,3.01,3.01,-5.19,-2.62,6.69,-5.19,-2.62,6.69
712,1664296620200,26.82,902.49,2.79,2.79,0.0,0.0,4.43,-1.91,15.2,15.95,7.0,-5.19,-5.81,-8.06,7.75,3.56
713,1664296620470,26.82,902.53,2.41,2.79,0.0,0.0,0.96,-2.9,9.69,10.16,9.13,-7.19,-3.12,9.13,-7.19,-3.12
714,1664296620739,26.82,902.52,2.51,2.79,0.0,0.0,-0.35,2.57,5.43,6.02,-10.19,0.81,6.5,-10.19,0.81,6.5
715,1664296621013,26.82,902.48,2.88,2.88,0.0,0.0,0.48,-0.86,8.47,8.53,0.56,-2.37,-4.37,0.56,-2.37,-4.37
716,1664296621296,26.83,902.54,2.32,2.88,0.0,0.0,-0.43,1.2,12.78,12.84,2.12,0.94,-7.25,2.12,0.94,-7.25
717,1664296621562,26.83,902.48,2.88,2.88,0.0,0.0,3.18,-0.08,6.38,7.13,1.75,4.0,7.31,-1.25,-2.94,-7.12
718,1664296621845,26.83,902.51,2.6,2.88,0.0,0.0,-1.22,-0.06,4.19,4.36,-6.44,-2.37,2.62,-6.44,-2.37,2.62
719,1664296622117,26.83,902.5,2.69,2.88,0.0,0.0,7.14,2.1,10.62,12.97,2.12,-4.62,-3.75,-0.37,5.44,3.56
720,1664296622388,26.83,902.5,2.69,2.88,0.0,0.0,0.96,-1.83,8.96,9.2,-9.56,-0.62,-1.5,5.12,-2.12,3.69
721,1664296622669,26.84,902.5,2.69,2.88,0.0,0.0,2.51,-1.33,16.52,16.76,8.94,-3.25,-9.44,-8.06,7.44,9.19
722,1664296622940,26.84,902.52,2.51,2.88,0.0,0.0,0.3,-1.0,14.06,14.1,-3.75,-5.5,1.56,-3.75,-5.5,1.56
723,1664296623213,26.84,902.48,2.88,2.88,0.0,0.0,0.28,-1.48,12.29,12.38,-6.87,-2.87,1.25,-6.87,-2.87,1.25
724,1664296623485,26.84,902.43,3.35,3.35,0.0,0.0,-1.05,-1.36,10.2,10.34,-2.5,-3.12,1.56,-2.5,-3.12,1.56
