Sample Number (4000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),Temperatura ([°C]),Presión ([mBar]),Altura ([m]),Altura_máxima ([m]),Apogeo (On/Off),Main_parachute (On/Off),Acelerometro_X ([m/s2]),Acelerometro_Y ([m/s2]),Acelerometro_Z ([m/s2]),Media_cuadrática (N/A),Giroscopio_X ([°/s]),Giroscopio_Y ([°/s]),Giroscopio_Z ([°/s]),Magnetómetro_X ([uT]),Magnetómetro_Y ([uT]),Magnetómetro_Z ([uT])
1085,1664296724218,27.6,890.52,115.28,119.62,0.0,0.0,1.75,0.32,11.78,11.91,-3.5,6.44,-2.0,-3.5,6.44,-2.0
1086,1664296724492,27.6,890.55,114.99,119.62,0.0,0.0,1.87,-1.25,7.77,8.09,1.25,-8.06,-6.06,1.25,-8.06,-6.06
1087,1664296724819,27.6,890.59,114.62,119.62,0.0,0.0,2.78,2.11,12.09,12.58,5.31,-3.94,-6.44,5.31,-3.94,-6.44
1088,1664296725098,27.6,890.59,114.62,119.62,0.0,0.0,-1.11,-1.3,7.67,7.86,-1.31,-4.69,-0.44,-1.31,-4.69,-0.44
1089,1664296725372,27.6,890.61,114.43,119.62,0.0,0.0,4.73,0.82,11.47,12.43,1.62,1.69,0.94,1.62,1.69,0.94
1090,1664296725655,27.61,890.65,114.05,119.62,0.0,0.0,-2.42,-0.72,8.07,8.46,-6.75,9.19,6.62,-2.62,-3.12,-4.87
1091,1664296725933,27.61,890.63,114.24,119.62,0.0,0.0,3.32,1.92,9.36,10.12,-4.31,3.56,4.75,3.81,9.44,-6.56
1092,1664296726249,27.61,890.61,114.43,119.62,0.0,0.0,2.83,1.26,7.59,8.2,-4.75,-3.12,6.69,-4.75,-3.12,6.69
1093,1664296726523,27.61,890.65,114.05,119.62,0.0,0.0,2.94,-1.83,11.59,12.1,-4.06,0.75,5.44,-4.06,0.75,5.44
1094,1664296726802,27.61,890.71,113.48,119.62,0.0,0.0,3.95,-0.36,11.99,12.63,-5.62,-2.37,1.25,-5.62,-2.37,1.25
1095,1664296727086,27.62,890.77,112.91,119.62,0.0,0.0,-2.59,-0.37,5.28,5.89,5.25,-3.81,-7.87,5.25,-3.81,-7.87
1096,1664296727374,27.62,890.79,112.73,119.62,0.0,0.0,2.24,1.14,13.64,13.87,0.69,-8.44,4.25,-5.75,-5.56,0.06
1097,1664296727660,27.62,890.82,112.44,119.62,0.0,0.0,-2.92,-0.57,4.26,5.2,-5.69,10.31,2.37,-5.69,10.31,2.37
1098,1664296728939,27.62,890.89,111.78,119.62,1.0,0.0,0.17,-2.03,11.12,11.31,6.25,-3.31,-5.0,6.25,-3.31,-5.0
1099,1664296729216,27.6,890.97,111.03,119.62,1.0,0.0,2.74,-2.52,10.88,11.5,8.25,1.75,2.25,8.25,1.75,2.25
1100,1664296729501,27.62,891.03,110.46,119.62,1.0,0.0,1.58,1.09,10.22,10.4,2.87,-10.0,-6.12,2.87,-10.0,-6.12
1101,1664296729789,27.62,891.06,110.18,119.62,1.0,0.0,4.46,-1.08,16.98,17.59,1.12,-3.37,1.25,3.06,9.13,-0.81
1102,1664296730069,27.63,891.11,109.7,119.62,1.0,0.0,-3.13,0.79,4.96,5.92,-3.87,-1.5,6.31,-3.87,-1.5,6.31
1103,1664296730350,27.63,891.14,109.42,119.62,1.0,0.0,-1.27,-0.98,8.05,8.21,-0.06,-0.75,1.87,-0.06,-0.75,1.87
1104,1664296730626,27.63,891.13,109.51,119.62,1.0,0.0,1.8,0.09,12.86,12.99,3.12,-1.87,-5.12,3.12,-1.87,-5.12
1105,1664296730919,27.63,891.17,109.14,119.62,1.0,0.0,0.19,0.24,6.87,6.88,-5.62,-4.87,3.87,-5.62,-4.87,3.87
1106,1664296731192,27.64,891.21,108.76,119.62,1.0,0.0,0.33,-1.47,6.02,6.21,-0.88,2.56,-2.62,-0.88,2.56,-2.62
1107,1664296731469,27.64,891.22,108.66,119.62,1.0,0.0,-2.71,0.81,8.28,8.75,-0.75,1.0,-1.81,-2.69,-8.69,3.94
1108,1664296731770,27.64,891.3,107.91,119.62,1.0,0.0,5.57,-0.61,14.8,15.83,7.75,-6.19,-4.62,7.75,-6.19,-4.62
1109,1664296732058,27.64,891.31,107.81,119.62,1.0,0.0,-1.33,-1.51,6.52,6.82,-10.5,15.94,0.5,-10.5,15.94,0.5
1110,1664296732347,27.64,891.32,107.72,119.62,1.0,0.0,5.15,0.06,12.95,13.94,1.81,-5.44,7.12,1.81,-5.44,7.12
1111,1664296732619,27.65,891.33,107.63,119.62,1.0,0.0,2.89,0.89,9.24,9.72,0.62,3.62,1.5,2.25,3.87,0.13
1112,1664296732901,27.65,891.37,107.25,119.62,1.0,0.0,1.09,1.99,11.01,11.24,3.87,-3.0,2.0,-5.06,6.12,-1.25
1113,1664296733182,27.65,891.38,107.15,119.62,1.0,0.0,4.4,1.01,11.35,12.21,9.13,-2.75,-7.62,9.13,-2.75,-7.62
1114,1664296733471,27.65,891.44,106.59,119.62,1.0,0.0,-3.34,1.06,6.19,7.11,-3.75,2.62,10.5,-1.25,-1.87,-6.44
1115,1664296733753,27.66,891.49,106.12,119.62,1.0,0.0,-1.13,0.72,7.66,7.78,-4.37,-6.0,-1.31,-4.37,-6.0,-1.31
1116,1664296734024,27.66,891.49,106.12,119.62,1.0,0.0,-0.23,-2.04,9.23,9.46,-0.69,0.0,5.12,-0.69,0.0,5.12
1117,1664296734308,27.66,891.49,106.12,119.62,1.0,0.0,2.33,1.87,7.19,7.79,-10.25,-1.75,8.81,-10.25,-1.75,8.81
1118,1664296734586,27.66,891.52,105.83,119.62,1.0,0.0,0.22,-1.52,12.09,12.19,6.25,1.25,-2.94,6.25,1.25,-2.94
1119,1664296734884,27.66,891.53,105.74,119.62,1.0,0.0,-0.7,-2.04,4.96,5.41,-10.31,1.19,-4.31,0.5,-9.31,4.37
1120,1664296735166,27.67,891.6,105.08,119.62,1.0,0.0,4.64,-0.12,11.89,12.76,-10.13,4.06,4.06,-10.13,4.06,4.06
1121,1664296735448,27.66,891.61,104.98,119.62,1.0,0.0,4.11,0.52,11.73,12.44,-10.81,3.56,6.5,-10.81,3.56,6.5
1122,1664296735723,27.67,891.65,104.6,119.62,1.0,0.0,3.18,-0.97,13.0,13.42,-0.81,-6.5,2.94,-0.81,-6.5,2.94
1123,1664296736008,27.67,891.69,104.23,119.62,1.0,0.0,3.71,0.4,13.08,13.6,3.5,0.37,4.25,3.5,0.37,4.25
1124,1664296736290,27.67,891.73,103.85,119.62,1.0,0.0,2.31,-1.9,5.06,5.88,1.69,2.81,1.12,-0.44,-3.56,-4.0
1125,1664296736595,27.67,891.76,103.57,119.62,1.0,0.0,-0.12,0.9,5.01,5.09,-4.56,3.81,5.25,-4.56,3.81,5.25
1126,1664296736871,27.67,891.75,103.66,119.62,1.0,0.0,-0.46,2.02,9.1,9.33,2.0,-3.06,2.62,2.0,-3.06,2.62
1127,1664296737155,27.68,891.73,103.85,119.62,1.0,0.0,4.43,-0.82,14.29,14.98,-3.25,-3.87,3.19,-3.25,-3.87,3.19
1128,1664296737450,27.68,891.73,103.85,119.62,1.0,0.0,0.73,-1.25,7.76,7.89,-1.0,-2.37,-3.75,-5.81,1.94,4.62
1129,1664296737734,27.68,891.75,103.66,119.62,1.0,0.0,-2.89,-1.67,5.27,6.24,11.88,-4.31,-8.19,11.88,-4.31,-8.19
1130,1664296738016,27.68,891.84,102.81,119.62,1.0,0.0,3.41,-0.28,15.21,15.59,10.13,0.62,-4.37,10.13,0.62,-4.37
1131,1664296738299,27.68,891.76,103.57,119.62,1.0,0.0,3.26,1.26,12.91,13.37,10.31,-4.06,0.19,1.75,5.5,-0.75
1132,1664296738586,27.68,891.8,103.19,119.62,1.0,0.0,-2.31,-2.08,5.6,6.4,6.0,2.37,-4.75,-7.25,-2.06,5.5
1133,1664296738872,27.68,891.77,103.47,119.62,1.0,0.0,1.02,0.45,7.76,7.84,-2.69,-2.81,-1.44,-2.69,-2.81,-1.44
1134,1664296739149,27.68,891.8,103.19,119.62,1.0,0.0,-2.85,0.23,1.96,3.47,3.37,6.25,-1.87,3.37,6.25,-1.87
1135,1664296739427,27.68,891.81,103.1,119.62,1.0,0.0,-0.51,-0.79,9.81,9.85,2.31,-3.94,-1.75,-7.81,0.94,1.0
1136,1664296739707,27.69,891.8,103.19,119.62,1.0,0.0,5.64,-1.06,15.31,16.35,-7.44,-3.75,8.31,6.69,-0.56,-8.31
1137,1664296740002,27.69,891.79,103.28,119.62,1.0,0.0,3.91,-0.25,9.43,10.21,0.31,4.87,0.81,-2.87,-5.75,-0.19
1138,1664296740286,27.69,891.8,103.19,119.62,1.0,0.0,3.28,-1.36,14.81,15.23,5.0,-6.87,-6.19,5.0,-6.87,-6.19
1139,1664296740559,27.69,891.78,103.38,119.62,1.0,0.0,2.84,0.18,8.79,9.24,-5.12,2.81,5.37,-5.12,2.81,5.37
1140,1664296740837,27.69,891.79,103.28,119.62,1.0,0.0,-2.42,0.48,8.17,8.53,3.94,2.87,4.31,1.37,-3.37,-5.12
1141,1664296741173,27.69,891.78,103.38,119.62,1.0,0.0,4.44,-2.22,13.64,14.52,0.62,-4.56,-7.06,0.62,-4.56,-7.06
1142,1664296741455,27.69,891.79,103.28,119.62,1.0,0.0,-2.49,-1.91,6.11,6.87,-4.75,-3.5,6.5,-4.75,-3.5,6.5
1143,1664296741733,27.69,891.81,103.1,119.62,1.0,0.0,0.75,0.19,10.12,10.15,-1.37,3.31,1.94,-1.37,3.31,1.94
1144,1664296742008,27.69,891.79,103.28,119.62,1.0,0.0,3.27,-1.57,10.87,11.46,0.69,2.06,-3.81,0.69,2.06,-3.81
1145,1664296742290,27.7,891.81,103.1,119.62,1.0,0.0,-2.95,-1.1,5.03,5.93,0.62,-4.5,-4.69,-4.25,-0.88,6.56
1146,1664296742585,27.7,891.78,103.38,119.62,1.0,0.0,3.1,0.99,12.29,12.71,-5.25,1.19,2.69,2.0,-3.62,-2.0
1147,1664296742858,27.69,891.74,103.76,119.62,1.0,0.0,-1.74,1.19,4.28,4.77,-0.56,3.19,6.56,6.19,-2.37,-7.06
1148,1664296743142,27.7,891.78,103.38,119.62,1.0,0.0,4.74,-1.09,11.13,12.15,-1.94,-5.94,0.0,-1.94,-5.94,0.0
1149,1664296743422,27.7,891.8,103.19,119.62,1.0,0.0,4.63,0.62,15.83,16.5,8.94,-3.56,-3.94,8.94,-3.56,-3.94
1150,1664296743710,27.7,891.78,103.38,119.62,1.0,0.0,0.64,0.63,7.52,7.57,-1.94,1.0,2.94,-1.94,1.0,2.94
1151,1664296743992,27.7,891.78,103.38,119.62,1.0,0.0,1.53,0.14,11.64,11.74,1.25,-3.25,-2.75,1.25,-3.25,-2.75
1152,1664296744269,27.7,891.79,103.28,119.62,1.0,0.0,2.61,-1.05,7.35,7.87,-3.94,1.44,-0.37,-3.94,1.44,-0.37
1153,1664296744542,27.71,891.76,103.57,119.62,1.0,0.0,1.48,0.16,9.01,9.13,0.88,2.06,3.62,0.88,2.06,3.62
1154,1664296744818,27.71,891.75,103.66,119.62,1.0,0.0,3.41,1.32,7.56,8.4,-6.19,5.5,4.06,-6.19,5.5,4.06
1155,1664296745150,27.71,891.78,103.38,119.62,1.0,0.0,-2.61,0.22,4.51,5.22,-1.62,5.37,-0.62,-3.87,1.56,1.69
1156,1664296745425,27.71,891.77,103.47,119.62,1.0,0.0,1.9,-1.72,13.9,14.13,-4.44,5.19,8.38,4.5,-4.81,-9.19
1157,1664296745703,27.71,891.75,103.66,119.62,1.0,0.0,1.62,2.24,9.07,9.48,6.44,-5.69,-0.37,-6.25,2.81,1.25
1158,1664296746005,27.71,891.75,103.66,119.62,1.0,0.0,3.1,0.84,9.32,9.86,-1.0,-1.62,1.62,-1.0,-1.62,1.62
1159,1664296746289,27.72,891.76,103.57,119.62,1.0,0.0,4.7,0.65,14.14,14.91,-4.69,7.94,4.37,-4.69,7.94,4.37
1160,1664296746573,27.72,891.78,103.38,119.62,1.0,0.0,-0.82,0.21,9.98,10.02,2.37,0.06,-3.12,2.37,0.06,-3.12
1161,1664296746855,27.72,891.77,103.47,119.62,1.0,0.0,-0.99,0.28,10.96,11.01,0.69,-1.0,-0.37,0.69,-1.0,-0.37
1162,1664296747128,27.72,891.81,103.1,119.62,1.0,0.0,1.57,-0.92,9.01,9.19,1.69,1.75,-1.94,1.69,1.75,-1.94
1163,1664296747406,27.73,891.81,103.1,119.62,1.0,0.0,3.46,0.36,9.62,10.23,1.44,-2.56,2.25,-0.56,4.25,-4.37
1164,1664296747702,27.72,891.89,102.34,119.62,1.0,0.0,1.9,-1.02,8.85,9.11,-0.69,5.44,-0.25,-0.69,5.44,-0.25
1165,1664296747982,27.72,891.99,101.4,119.62,1.0,0.0,1.37,0.69,8.34,8.48,-4.19,-5.37,-1.62,-4.19,-5.37,-1.62
1166,1664296748264,27.73,892.01,101.21,119.62,1.0,0.0,4.06,2.02,12.06,12.88,0.25,-14.94,4.44,0.25,-14.94,4.44
1167,1664296748538,27.73,892.0,101.3,119.62,1.0,0.0,1.38,0.26,15.28,15.34,5.0,9.44,4.75,5.62,4.75,-7.56
1168,1664296748819,27.73,892.08,100.55,119.62,1.0,0.0,3.61,-1.11,7.64,8.52,2.75,-5.94,-6.69,2.75,-5.94,-6.69
1169,1664296749120,27.74,892.07,100.64,119.62,1.0,0.0,2.18,0.12,14.82,14.98,13.31,-12.0,-5.37,13.31,-12.0,-5.37
1170,1664296749401,27.74,892.11,100.26,119.62,1.0,0.0,6.0,-1.46,13.31,14.67,4.5,16.0,0.44,4.5,16.0,0.44
1171,1664296749682,27.74,892.13,100.08,119.62,1.0,0.0,-0.27,-1.72,5.29,5.57,-8.75,-7.75,3.94,-8.75,-7.75,3.94
1172,1664296749958,27.74,892.1,100.36,119.62,1.0,0.0,3.82,-1.8,14.97,15.55,-0.5,2.81,3.75,-0.5,2.81,3.75
1173,1664296750251,27.74,892.05,100.83,119.62,1.0,0.0,-2.9,0.99,5.95,6.69,-9.63,5.75,8.13,-9.63,5.75,8.13
1174,1664296750833,27.74,892.1,100.36,119.62,1.0,0.0,-0.8,-0.48,5.49,5.57,-3.12,9.56,0.5,-3.12,9.56,0.5
1175,1664296751106,27.74,892.2,99.41,119.62,1.0,0.0,1.48,-0.2,5.26,5.47,5.31,-8.25,2.37,5.31,-8.25,2.37
1176,1664296751383,27.74,892.24,99.04,119.62,1.0,0.0,1.69,2.44,7.8,8.35,-9.75,5.69,9.81,-9.75,5.69,9.81
1177,1664296751670,27.74,892.3,98.47,119.62,1.0,0.0,0.27,-0.86,10.38,10.42,7.81,4.44,-3.06,7.81,4.44,-3.06
1178,1664296751942,27.75,892.43,97.25,119.62,1.0,0.0,1.18,-0.79,9.74,9.84,4.31,2.0,1.69,4.31,2.0,1.69
1179,1664296752219,27.75,892.48,96.77,119.62,1.0,0.0,1.16,-0.85,9.16,9.27,-1.0,3.06,-1.0,-1.0,3.06,-1.0
1180,1664296752492,27.75,892.52,96.4,119.62,1.0,0.0,-0.21,2.15,6.25,6.61,4.69,2.75,-5.37,4.69,2.75,-5.37
1181,1664296752784,27.75,892.53,96.3,119.62,1.0,0.0,4.07,-1.34,12.66,13.37,-1.25,0.81,3.69,-1.25,0.81,3.69
1182,1664296753058,27.75,892.57,95.92,119.62,1.0,0.0,3.54,0.85,9.87,10.52,-0.5,2.44,-1.5,-5.81,3.75,1.19
1183,1664296753327,27.76,892.57,95.92,119.62,1.0,0.0,0.0,1.02,9.38,9.44,4.81,0.5,0.19,4.81,0.5,0.19
1184,1664296753603,27.75,892.64,95.26,119.62,1.0,0.0,2.85,-0.07,8.87,9.32,-0.94,4.44,-3.25,-0.94,4.44,-3.25
1185,1664296753887,27.76,892.65,95.17,119.62,1.0,0.0,4.8,-0.33,11.74,12.69,-2.19,7.69,-1.06,-2.19,7.69,-1.06
1186,1664296754173,27.76,892.68,94.89,119.62,1.0,0.0,0.22,0.99,5.2,5.3,5.25,5.75,-3.06,5.25,5.75,-3.06
1187,1664296754451,27.76,892.7,94.7,119.62,1.0,0.0,1.19,-0.99,9.5,9.63,9.69,-1.25,3.06,7.12,-6.06,-1.81
1188,1664296754732,27.76,892.75,94.23,119.62,1.0,0.0,-1.52,-2.36,6.27,6.87,1.12,-5.5,-2.19,1.12,-5.5,-2.19
1189,1664296755018,27.76,892.71,94.6,119.62,1.0,0.0,5.75,-2.03,11.96,13.42,0.31,-1.31,2.81,0.31,-1.31,2.81
1190,1664296755317,27.76,892.73,94.42,119.62,1.0,0.0,2.92,0.0,10.85,11.24,-7.94,-1.12,2.06,-3.0,-1.25,-0.44
1191,1664296755601,27.76,892.75,94.23,119.62,1.0,0.0,0.62,0.86,8.94,9.0,-2.25,-1.5,1.69,-2.25,-1.5,1.69
1192,1664296755874,27.77,892.92,92.62,119.62,1.0,0.0,1.38,-1.34,8.58,8.79,5.19,6.62,-0.69,5.19,6.62,-0.69
1193,1664296756168,27.77,892.97,92.15,119.62,1.0,0.0,1.49,-1.56,11.43,11.63,-3.0,-11.94,-0.81,-3.0,-11.94,-0.81
1194,1664296756442,27.77,893.09,91.02,119.62,1.0,0.0,0.54,2.11,9.22,9.47,5.5,-1.75,-0.81,5.5,-1.75,-0.81
1195,1664296756732,27.77,893.1,90.93,119.62,1.0,0.0,1.38,1.35,10.46,10.64,0.06,-0.75,1.62,0.06,-0.75,1.62
1196,1664296757011,27.77,893.13,90.64,119.62,1.0,0.0,-0.19,-2.21,10.22,10.46,-8.06,5.81,6.37,-8.06,5.81,6.37
1197,1664296757287,27.78,893.22,89.8,119.62,1.0,0.0,5.04,-0.91,9.78,11.04,0.13,1.75,-5.81,0.13,1.75,-5.81
1198,1664296757566,27.77,893.27,89.33,119.62,1.0,0.0,1.22,0.14,11.53,11.6,1.75,-1.12,-1.12,-1.87,0.25,0.62
1199,1664296757840,27.78,893.28,89.23,119.62,1.0,0.0,5.28,0.06,13.75,14.73,-2.94,4.62,4.19,-2.94,4.62,4.19
1200,1664296758126,27.78,893.33,88.76,119.62,1.0,0.0,1.47,-0.29,12.43,12.52,0.37,-0.13,-1.12,0.88,1.0,2.56
1201,1664296758407,27.77,893.37,88.38,119.62,1.0,0.0,4.54,-1.1,12.87,13.69,-3.69,2.81,3.5,3.81,-5.25,-3.12
1202,1664296758691,27.78,893.43,87.82,119.62,1.0,0.0,1.2,-1.47,10.72,10.89,0.56,-0.69,1.25,5.62,-10.13,-0.19
1203,1664296758969,27.78,893.42,87.91,119.62,1.0,0.0,1.57,1.77,6.74,7.14,-5.31,-2.81,7.19,2.69,1.31,-4.94
1204,1664296759255,27.78,893.39,88.19,119.62,1.0,0.0,2.71,1.06,12.0,12.35,-2.06,5.44,4.06,-2.06,5.44,4.06
1205,1664296759543,27.78,893.42,87.91,119.62,1.0,0.0,3.29,1.26,13.84,14.28,-4.0,2.5,1.25,-4.0,2.5,1.25
1206,1664296759836,27.78,893.49,87.25,119.62,1.0,0.0,1.68,-1.5,12.21,12.42,4.62,6.62,-5.12,2.44,3.06,3.44
1207,1664296760118,27.78,893.62,86.03,119.62,1.0,0.0,-0.01,-0.85,7.61,7.66,5.94,-6.81,-0.56,5.94,-6.81,-0.56
1208,1664296760386,27.78,893.61,86.12,119.62,1.0,0.0,-1.73,1.7,5.64,6.14,-0.94,1.87,1.31,5.06,-1.25,-5.31
1209,1664296760691,27.79,893.72,85.09,119.62,1.0,0.0,3.63,-0.88,12.07,12.63,-0.88,-2.56,-5.12,-0.88,-2.56,-5.12
1210,1664296760971,27.79,893.74,84.9,119.62,1.0,0.0,-3.11,0.56,3.26,4.54,-11.63,-0.62,5.25,-11.63,-0.62,5.25
1211,1664296761249,27.79,893.81,84.24,119.62,1.0,0.0,2.2,1.7,11.47,11.8,3.5,-7.87,2.19,3.5,-7.87,2.19
1212,1664296761522,27.8,893.91,83.3,119.62,1.0,0.0,5.01,0.4,13.45,14.36,4.87,-3.62,-7.75,-2.44,1.81,9.0
1213,1664296761803,27.8,893.94,83.01,119.62,1.0,0.0,0.27,1.23,9.08,9.17,1.31,2.37,3.37,1.31,2.37,3.37
1214,1664296762085,27.8,894.03,82.16,119.62,1.0,0.0,0.21,0.35,11.04,11.05,-1.25,-0.19,-1.69,-1.25,-0.19,-1.69
1215,1664296762365,27.8,894.1,81.51,119.62,1.0,0.0,-1.68,0.38,2.23,2.82,7.06,10.06,-6.81,1.87,3.94,3.12
1216,1664296762642,27.8,894.12,81.32,119.62,1.0,0.0,-3.07,-0.86,2.41,4.0,-3.5,4.31,4.12,-3.5,4.31,4.12
1217,1664296762920,27.8,894.2,80.56,119.62,1.0,0.0,3.45,-1.31,7.82,8.65,-4.94,-1.0,-5.87,-4.94,-1.0,-5.87
1218,1664296763203,27.8,894.16,80.94,119.62,1.0,0.0,-1.62,0.84,6.32,6.58,-0.62,2.69,5.12,2.87,-1.37,-10.19
1219,1664296763489,27.8,894.22,80.38,119.62,1.0,0.0,-0.23,1.29,10.24,10.32,0.13,-1.12,-2.69,-2.56,0.56,0.94
1220,1664296763771,27.81,894.33,79.34,119.62,1.0,0.0,2.33,2.56,14.3,14.71,4.69,-4.0,-1.5,-9.63,-2.87,4.44
1221,1664296764049,27.81,894.42,78.49,119.62,1.0,0.0,0.44,-1.11,10.49,10.56,1.19,-4.06,1.0,2.75,-7.56,0.56
1222,1664296764336,27.81,894.49,77.83,119.62,1.0,0.0,1.83,-2.15,6.92,7.47,-3.94,2.87,6.06,-3.94,2.87,6.06
1223,1664296764671,27.81,894.55,77.27,119.62,1.0,0.0,-0.36,0.0,4.26,4.28,-10.56,4.5,4.62,-10.56,4.5,4.62
1224,1664296764949,27.81,894.65,76.33,119.62,1.0,0.0,4.17,-1.58,12.56,13.33,0.88,-1.06,3.06,6.44,1.62,-2.62
1225,1664296765223,27.81,894.7,75.86,119.62,1.0,0.0,1.62,-0.93,12.95,13.08,0.13,4.25,-0.31,0.13,4.25,-0.31
1226,1664296765507,27.82,894.76,75.29,119.62,1.0,0.0,1.25,-1.54,10.27,10.46,3.0,4.44,-6.75,-1.44,10.25,6.44
1227,1664296765799,27.82,894.8,74.92,119.62,1.0,0.0,-1.91,0.0,10.17,10.35,8.75,-4.5,-7.0,8.75,-4.5,-7.0
1228,1664296766072,27.82,894.85,74.45,119.62,1.0,0.0,1.0,-2.1,8.4,8.72,0.31,-9.25,4.25,0.31,-9.25,4.25
1229,1664296766359,27.82,894.88,74.16,119.62,1.0,0.0,0.59,-1.47,12.4,12.5,5.87,-10.31,-8.25,5.87,-10.31,-8.25
1230,1664296766635,27.82,894.91,73.88,119.62,1.0,0.0,5.01,-0.02,16.88,17.61,2.56,9.69,2.81,2.56,9.69,2.81
1231,1664296766916,27.83,894.99,73.13,119.62,1.0,0.0,0.82,-2.04,7.97,8.27,11.56,12.0,-7.44,11.56,12.0,-7.44
1232,1664296767244,27.83,895.2,71.15,119.62,1.0,0.0,5.57,1.11,14.13,15.23,-14.81,-11.69,7.81,-4.5,-11.06,-1.5
1233,1664296767519,27.83,895.33,69.93,119.62,1.0,0.0,0.26,-1.4,8.6,8.72,3.62,-4.44,-6.37,3.62,-4.44,-6.37
1234,1664296767807,27.83,895.39,69.36,119.62,1.0,0.0,-1.22,-1.47,10.03,10.21,18.69,-6.69,-6.31,18.69,-6.69,-6.31
1235,1664296768085,27.83,895.36,69.65,119.62,1.0,0.0,-0.17,0.89,7.82,7.87,4.0,7.56,2.25,17.87,-1.62,-4.81
1236,1664296768369,27.84,895.38,69.46,119.62,1.0,0.0,3.44,-0.61,8.94,9.6,2.12,2.87,-3.69,2.12,2.87,-3.69
1237,1664296768652,27.84,895.46,68.71,119.62,1.0,0.0,3.52,-1.47,9.23,9.99,-25.06,10.06,7.12,-25.06,10.06,7.12
1238,1664296768935,27.84,895.43,68.99,119.62,1.0,0.0,2.28,1.68,9.91,10.31,14.31,4.69,-5.25,14.31,4.69,-5.25
1239,1664296769236,27.84,895.55,67.86,119.62,1.0,0.0,2.42,-1.31,11.68,12.0,6.44,-7.75,-0.69,6.44,-7.75,-0.69
1240,1664296769515,27.84,895.67,66.73,119.62,1.0,0.0,1.37,1.02,6.43,6.65,-11.63,-2.94,-2.94,-11.63,-2.94,-2.94
1241,1664296769802,27.84,895.75,65.98,119.62,1.0,0.0,2.1,0.94,10.12,10.38,-2.31,5.69,1.94,-2.31,5.69,1.94
1242,1664296770088,27.84,895.88,64.76,119.62,1.0,0.0,3.14,-1.04,10.3,10.82,-12.0,7.0,-0.25,-12.0,7.0,-0.25
1243,1664296770378,27.84,895.91,64.47,119.62,1.0,0.0,5.33,-0.98,15.39,16.32,10.81,-33.94,-0.44,10.81,-33.94,-0.44
1244,1664296770658,27.84,896.0,63.63,119.62,1.0,0.0,4.11,0.5,15.05,15.61,14.94,2.62,-3.69,14.94,2.62,-3.69
1245,1664296770957,27.85,895.95,64.1,119.62,1.0,0.0,0.78,-1.04,11.91,11.98,-12.25,10.38,-0.88,-12.25,10.38,-0.88
1246,1664296771235,27.85,896.09,62.78,119.62,1.0,0.0,3.25,-1.56,9.55,10.21,-7.69,-1.62,4.37,-7.69,-1.62,4.37
1247,1664296771520,27.85,896.21,61.65,119.62,1.0,0.0,-0.31,1.66,11.51,11.63,-0.37,-11.19,0.69,-0.37,-11.19,0.69
1248,1664296771792,27.85,896.24,61.37,119.62,1.0,0.0,0.2,0.27,5.72,5.73,5.06,7.87,6.75,5.06,7.87,6.75
1249,1664296772072,27.85,896.26,61.18,119.62,1.0,0.0,-0.3,-0.79,10.42,10.45,7.12,-17.94,0.94,7.12,-17.94,0.94
1250,1664296773360,27.85,896.42,59.68,119.62,1.0,1.0,2.16,0.96,8.16,8.5,-8.19,-5.0,0.25,-8.19,-5.0,0.25
1251,1664296773637,27.84,896.74,56.67,119.62,1.0,1.0,4.49,-0.43,15.12,15.78,5.62,2.5,-7.44,5.62,2.5,-7.44
1252,1664296773926,27.85,896.77,56.39,119.62,1.0,1.0,1.39,-1.49,11.3,11.48,11.88,-11.38,-0.31,11.88,-11.38,-0.31
1253,1664296774202,27.86,896.78,56.3,119.62,1.0,1.0,1.82,-1.08,9.29,9.53,-1.44,22.87,-6.37,-1.44,22.87,-6.37
1254,1664296774505,27.86,896.8,56.11,119.62,1.0,1.0,0.0,0.8,4.53,4.6,-20.5,-7.94,5.81,-20.5,-7.94,5.81
1255,1664296774785,27.86,896.84,55.73,119.62,1.0,1.0,2.22,0.34,7.34,7.68,-8.88,6.81,4.19,0.44,2.62,-0.62
1256,1664296775085,27.87,896.89,55.26,119.62,1.0,1.0,2.78,-1.89,17.7,18.02,13.88,-11.5,4.0,13.88,-11.5,4.0
1257,1664296775375,27.87,897.09,53.38,119.62,1.0,1.0,1.31,-0.97,12.37,12.48,-17.87,11.31,-2.37,-17.87,11.31,-2.37
1258,1664296775649,27.87,897.16,52.73,119.62,1.0,1.0,-0.27,0.04,9.85,9.85,1.12,-0.56,-4.37,1.12,-0.56,-4.37
1259,1664296775947,27.87,897.17,52.63,119.62,1.0,1.0,4.49,-0.06,13.49,14.22,13.62,-5.0,-6.69,13.62,-5.0,-6.69
1260,1664296776229,27.87,897.14,52.91,119.62,1.0,1.0,1.25,-0.41,12.21,12.28,6.69,-1.94,-1.81,6.69,-1.94,-1.81
1261,1664296776508,27.87,897.16,52.73,119.62,1.0,1.0,1.05,-0.72,10.96,11.03,2.5,-0.88,-2.94,2.5,-0.88,-2.94
1262,1664296776788,27.87,897.15,52.82,119.62,1.0,1.0,3.32,-0.15,10.76,11.26,0.94,-3.19,-4.19,-2.44,-0.5,5.81
1263,1664296777076,27.87,897.15,52.82,119.62,1.0,1.0,-0.93,0.29,5.56,5.64,-5.69,0.56,3.94,-5.69,0.56,3.94
