Sample Number (4000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),Temperatura ([°C]),Presión ([mBar]),Altura ([m]),Altura_máxima ([m]),Apogeo (On/Off),Main_parachute (On/Off),Acelerometro_X ([m/s2]),Acelerometro_Y ([m/s2]),Acelerometro_Z ([m/s2]),Media_cuadrática (N/A),Giroscopio_X ([°/s]),Giroscopio_Y ([°/s]),Giroscopio_Z ([°/s]),Magnetómetro_X ([uT]),Magnetómetro_Y ([uT]),Magnetómetro_Z ([uT])
1298,1664298177646,29.53,900.39,17.14,146.34,1.0,1.0,1.63,1.24,9.29,9.51,-18.87,3.69,2.06,-18.87,3.69,2.06
1299,1664298177951,29.53,900.44,16.67,146.34,1.0,1.0,0.67,1.1,9.71,9.8,-2.87,3.75,2.69,-2.87,3.75,2.69
1300,1664298178233,29.53,900.47,16.39,146.34,1.0,1.0,0.66,0.49,10.66,10.69,10.88,4.56,-1.56,10.88,4.56,-1.56
1301,1664298178527,29.53,900.5,16.11,146.34,1.0,1.0,-0.54,0.36,8.13,8.16,13.38,5.87,-3.31,13.38,5.87,-3.31
1302,1664298178809,29.52,900.53,15.83,146.34,1.0,1.0,0.59,-0.24,7.58,7.61,8.75,2.94,-1.19,14.81,-1.0,-1.25
1303,1664298179094,29.53,900.58,15.36,146.34,1.0,1.0,1.05,0.18,8.42,8.49,23.06,-12.75,-2.31,23.06,-12.75,-2.31
1304,1664298179376,29.52,900.62,14.99,146.34,1.0,1.0,1.15,-0.8,8.62,8.73,30.81,2.5,-2.87,30.81,2.5,-2.87
1305,1664298179669,29.53,900.62,14.99,146.34,1.0,1.0,-0.24,-0.2,8.51,8.52,18.19,8.56,-4.75,18.19,8.56,-4.75
1306,1664298180230,29.53,900.7,14.24,146.34,1.0,1.0,2.08,1.0,10.19,10.45,-14.69,0.0,0.06,-12.25,0.06,3.0
1307,1664298180516,29.53,900.73,13.96,146.34,1.0,1.0,2.52,1.83,12.33,12.72,-43.19,-9.13,7.87,-43.19,-9.13,7.87
1308,1664298180797,29.53,900.73,13.96,146.34,1.0,1.0,1.06,0.41,9.68,9.75,-26.0,-4.56,5.56,-31.5,-5.75,4.37
1309,1664298181085,29.53,900.77,13.58,146.34,1.0,1.0,0.31,2.57,7.95,8.36,-20.12,2.44,7.31,-18.44,-0.5,1.06
1310,1664298181385,29.53,900.82,13.11,146.34,1.0,1.0,1.69,-0.25,9.66,9.81,10.38,4.87,-2.5,11.19,8.0,-1.12
1311,1664298181666,29.53,900.86,12.74,146.34,1.0,1.0,-0.04,-0.27,6.76,6.77,15.06,4.69,-0.94,15.06,4.69,-0.94
1312,1664298181950,29.53,900.9,12.37,146.34,1.0,1.0,2.06,0.77,10.96,11.18,11.44,1.94,-2.12,11.44,1.94,-2.12
1313,1664298182240,29.53,900.94,11.99,146.34,1.0,1.0,0.99,0.34,10.25,10.3,8.0,-0.19,-0.81,8.0,-0.19,-0.81
1314,1664298182527,29.53,901.0,11.43,146.34,1.0,1.0,2.41,0.56,9.32,9.64,0.56,-1.94,1.31,0.56,-1.94,1.31
1315,1664298182806,29.53,901.03,11.15,146.34,1.0,1.0,1.7,-0.4,10.06,10.21,0.19,-2.37,1.56,0.19,-2.37,1.56
1316,1664298183089,29.53,901.03,11.15,146.34,1.0,1.0,0.8,1.02,9.92,10.0,4.37,-0.19,-2.44,4.37,-0.19,-2.44
1317,1664298183366,29.53,901.06,10.87,146.34,1.0,1.0,1.28,0.16,7.57,7.68,0.5,-3.75,-0.69,0.5,-3.75,-0.69
1318,1664298183653,29.53,901.12,10.31,146.34,1.0,1.0,2.47,0.19,9.52,9.84,-5.81,2.12,1.31,-5.81,2.12,1.31
1319,1664298183931,29.53,901.12,10.31,146.34,1.0,1.0,2.49,0.98,11.72,12.02,1.62,-6.87,-2.25,3.37,-1.06,1.19
1320,1664298184207,29.53,901.16,9.93,146.34,1.0,1.0,0.54,-0.03,8.67,8.69,-1.12,2.75,-0.37,2.44,1.81,-0.25
1321,1664298184487,29.53,901.18,9.74,146.34,1.0,1.0,2.47,-0.73,8.55,8.93,-6.12,0.06,-0.37,-6.12,0.06,-0.37
1322,1664298184772,29.53,901.19,9.65,146.34,1.0,1.0,-0.3,-0.33,5.76,5.78,1.0,3.81,2.5,1.0,3.81,2.5
1323,1664298185052,29.53,901.19,9.65,146.34,1.0,1.0,0.42,0.67,9.19,9.22,0.94,-3.37,1.25,0.94,-3.37,1.25
1324,1664298185328,29.53,901.23,9.28,146.34,1.0,1.0,0.47,0.36,9.1,9.12,-7.5,1.12,0.81,-7.5,1.12,0.81
1325,1664298185601,29.53,901.25,9.09,146.34,1.0,1.0,0.21,0.54,9.01,9.03,-3.37,1.75,-2.75,-3.37,1.75,-2.75
1326,1664298185874,29.53,901.27,8.9,146.34,1.0,1.0,1.03,0.94,9.53,9.63,3.69,1.69,0.75,3.69,1.69,0.75
1327,1664298186179,29.53,901.32,8.43,146.34,1.0,1.0,0.74,1.18,9.91,10.01,9.81,0.0,0.19,3.19,-2.87,-2.06
1328,1664298186452,29.53,901.31,8.53,146.34,1.0,1.0,1.54,-0.1,9.0,9.13,6.81,-1.87,1.0,6.81,-1.87,1.0
1329,1664298186730,29.53,901.32,8.43,146.34,1.0,1.0,1.78,-0.45,8.61,8.8,2.5,-4.44,-0.69,2.5,-4.44,-0.69
1330,1664298187004,29.53,901.35,8.15,146.34,1.0,1.0,0.92,0.11,9.62,9.66,-18.19,6.0,2.06,-18.19,6.0,2.06
1331,1664298187293,29.53,901.34,8.25,146.34,1.0,1.0,2.42,1.46,9.75,10.15,-1.87,0.81,1.0,-1.87,0.81,1.0
1332,1664298187614,29.53,901.33,8.34,146.34,1.0,1.0,1.61,-0.67,8.92,9.09,-0.25,13.19,-4.56,-0.25,13.19,-4.56
1333,1664298187893,29.53,901.36,8.06,146.34,1.0,1.0,1.4,-0.09,9.03,9.14,1.12,6.5,-1.25,1.12,6.5,-1.25
1334,1664298188165,29.54,901.37,7.97,146.34,1.0,1.0,1.47,0.57,8.81,8.95,-0.62,-0.44,0.5,-0.62,-0.44,0.5
1335,1664298188444,29.54,901.39,7.78,146.34,1.0,1.0,2.04,0.45,9.68,9.9,-0.69,-4.5,-1.56,1.69,-3.12,2.12
1336,1664298188732,29.54,901.38,7.87,146.34,1.0,1.0,1.47,0.44,8.61,8.75,5.25,-7.19,-0.88,5.25,-7.19,-0.88
1337,1664298189005,29.54,901.38,7.87,146.34,1.0,1.0,2.21,0.74,8.92,9.22,-0.56,-8.13,2.19,-0.56,-8.13,2.19
1338,1664298189283,29.54,901.38,7.87,146.34,1.0,1.0,1.65,0.57,9.69,9.85,1.31,-18.19,5.5,1.31,-18.19,5.5
1339,1664298189564,29.54,901.4,7.69,146.34,1.0,1.0,-0.31,1.31,8.36,8.47,4.56,-10.75,-3.19,4.56,-10.75,-3.19
1340,1664298189837,29.54,901.4,7.69,146.34,1.0,1.0,0.45,0.12,8.73,8.74,0.06,1.12,-1.25,0.06,1.12,-1.25
1341,1664298190121,29.54,901.41,7.59,146.34,1.0,1.0,0.15,0.28,8.88,8.89,2.94,5.25,-4.12,2.62,7.75,1.12
1342,1664298190400,29.54,901.42,7.5,146.34,1.0,1.0,0.84,0.81,9.94,10.01,-0.31,11.06,-4.19,-0.31,11.06,-4.19
1343,1664298190695,29.54,901.46,7.12,146.34,1.0,1.0,1.32,1.1,10.53,10.67,0.31,3.0,1.44,-4.62,5.81,-2.81
1344,1664298190968,29.54,901.45,7.22,146.34,1.0,1.0,-0.7,0.63,7.26,7.32,-0.13,0.62,1.56,-0.13,0.62,1.56
1345,1664298191249,29.54,901.46,7.12,146.34,1.0,1.0,1.29,1.01,9.74,9.88,0.37,-3.06,-0.31,3.25,-1.44,-0.06
1346,1664298191521,29.54,901.44,7.31,146.34,1.0,1.0,1.75,-0.08,11.43,11.56,-1.62,-1.62,2.87,-1.62,-1.62,2.87
1347,1664298191806,29.54,901.44,7.31,146.34,1.0,1.0,-0.7,-0.66,8.65,8.7,-5.19,3.94,2.56,-5.19,3.94,2.56
1348,1664298192085,29.54,901.42,7.5,146.34,1.0,1.0,2.24,0.6,9.43,9.71,0.88,-1.56,-1.56,0.88,-1.56,-1.56
1349,1664298192360,29.54,901.47,7.03,146.34,1.0,1.0,-0.07,1.44,9.95,10.05,0.69,1.25,1.0,-0.62,3.06,-1.37
1350,1664298192647,29.54,901.44,7.31,146.34,1.0,1.0,0.9,-0.15,10.8,10.84,4.19,0.94,1.19,4.19,0.94,1.19
1351,1664298192922,29.54,901.44,7.31,146.34,1.0,1.0,-0.68,0.53,9.65,9.69,-1.12,0.69,2.37,-1.12,0.69,2.37
1352,1664298193207,29.54,901.43,7.41,146.34,1.0,1.0,-0.32,1.16,11.13,11.19,-2.75,-4.25,0.13,-0.31,0.75,1.62
1353,1664298193482,29.55,901.44,7.31,146.34,1.0,1.0,1.22,0.51,9.66,9.75,0.31,-2.06,-0.81,-1.94,-0.19,0.31
1354,1664298193755,29.55,901.43,7.41,146.34,1.0,1.0,1.44,0.66,9.96,10.09,-0.31,1.75,2.69,-0.31,1.75,2.69
1355,1664298194045,29.55,901.42,7.5,146.34,1.0,1.0,1.75,-0.31,8.64,8.82,-1.0,4.5,2.19,0.25,-3.0,-1.12
1356,1664298194320,29.55,901.48,6.94,146.34,1.0,1.0,-0.15,0.28,9.92,9.93,3.12,-2.81,-2.81,3.12,-2.81,-2.81
1357,1664298194599,29.55,901.45,7.22,146.34,1.0,1.0,-0.15,0.93,8.66,8.71,0.13,-3.62,-1.44,0.13,-3.62,-1.44
1358,1664298194876,29.55,901.47,7.03,146.34,1.0,1.0,2.45,0.46,10.72,11.01,-3.5,4.62,1.81,-3.5,4.62,1.81
1359,1664298195170,29.55,901.47,7.03,146.34,1.0,1.0,1.41,-1.13,8.89,9.07,-2.25,-0.94,-4.19,-2.25,-0.94,-4.19
1360,1664298195463,29.55,901.49,6.84,146.34,1.0,1.0,1.23,-0.05,7.81,7.91,-0.13,-2.62,-1.94,0.94,-2.37,1.37
1361,1664298195743,29.55,901.5,6.75,146.34,1.0,1.0,0.27,-0.67,6.62,6.66,-0.13,-3.0,-1.94,-0.13,-3.0,-1.94
1362,1664298196015,29.55,901.51,6.66,146.34,1.0,1.0,0.38,0.52,9.9,9.92,0.13,-0.56,-3.69,0.13,-0.56,-3.69
1363,1664298196293,29.55,901.51,6.66,146.34,1.0,1.0,0.17,-0.43,7.17,7.18,-4.0,1.12,1.25,-4.0,1.12,1.25
1364,1664298196587,29.56,901.54,6.38,146.34,1.0,1.0,1.29,0.96,8.78,8.93,0.31,2.56,2.06,0.31,2.56,2.06
1365,1664298196864,29.56,901.54,6.38,146.34,1.0,1.0,1.52,0.51,8.91,9.05,-2.44,2.81,1.44,3.31,-3.81,-1.19
1366,1664298197139,29.56,901.58,6.0,146.34,1.0,1.0,1.51,0.69,9.42,9.57,-1.0,3.37,1.12,-1.0,3.37,1.12
1367,1664298197414,29.56,901.59,5.91,146.34,1.0,1.0,1.07,1.54,10.84,11.0,1.5,1.44,0.19,1.5,1.44,0.19
1368,1664298197693,29.56,901.63,5.53,146.34,1.0,1.0,1.66,0.64,10.86,11.0,3.44,-4.81,1.0,3.44,-4.81,1.0
1369,1664298197984,29.56,901.62,5.63,146.34,1.0,1.0,0.79,0.95,10.26,10.33,-0.31,-3.0,-0.5,-0.31,-3.0,-0.5
1370,1664298198259,29.56,901.64,5.44,146.34,1.0,1.0,2.65,1.44,9.79,10.24,2.81,1.19,1.31,2.81,1.19,1.31
1371,1664298198531,29.57,901.7,4.88,146.34,1.0,1.0,1.12,0.79,11.06,11.14,2.31,0.88,0.0,2.31,0.88,0.0
1372,1664298198804,29.57,901.69,4.97,146.34,1.0,1.0,1.3,-0.06,9.0,9.09,2.94,0.44,0.37,2.94,0.44,0.37
1373,1664298199095,29.57,901.74,4.5,146.34,1.0,1.0,0.4,1.17,10.9,10.97,-4.87,-0.44,0.5,-4.87,-0.44,0.5
1374,1664298199379,29.57,901.72,4.69,146.34,1.0,1.0,0.22,0.58,10.96,10.98,-2.19,-0.31,2.25,-2.19,-0.31,2.25
1375,1664298199660,29.57,901.74,4.5,146.34,1.0,1.0,1.34,0.68,12.12,12.21,3.44,-1.75,-1.44,3.44,-1.75,-1.44
1376,1664298199937,29.56,901.73,4.6,146.34,1.0,1.0,-0.13,0.94,7.38,7.44,-1.37,-4.56,-1.19,-1.37,-4.56,-1.19
1377,1664298200231,29.57,901.75,4.41,146.34,1.0,1.0,2.3,-0.18,9.64,9.91,0.31,-0.13,6.19,0.31,-0.13,6.19
1378,1664298200522,29.56,901.76,4.32,146.34,1.0,1.0,1.8,-0.97,9.59,9.81,0.88,2.62,17.81,4.19,1.12,17.5
1379,1664298200797,29.57,901.76,4.32,146.34,1.0,1.0,1.06,0.5,10.23,10.3,-2.25,0.44,0.88,-2.25,0.44,0.88
1380,1664298201093,29.57,901.75,4.41,146.34,1.0,1.0,1.43,0.11,9.85,9.95,-2.19,-6.19,-28.94,-2.19,-6.19,-28.94
1381,1664298201379,29.57,901.75,4.41,146.34,1.0,1.0,1.26,-0.6,9.01,9.12,-4.0,-0.75,-36.81,-4.0,-0.75,-36.81
1382,1664298201671,29.57,901.74,4.5,146.34,1.0,1.0,-0.08,-0.71,6.79,6.83,-7.06,3.31,-8.0,-7.06,3.31,-8.0
1383,1664298201946,29.57,901.77,4.22,146.34,1.0,1.0,2.38,0.53,9.08,9.4,2.19,-3.37,-9.75,2.19,-3.37,-9.75
1384,1664298202220,29.57,901.75,4.41,146.34,1.0,1.0,0.03,0.84,8.33,8.37,-0.37,2.44,2.37,-0.37,2.44,2.37
1385,1664298202499,29.57,901.8,3.94,146.34,1.0,1.0,1.69,-0.98,8.86,9.07,-2.12,1.44,-1.87,-2.12,1.44,-1.87
1386,1664298202775,29.57,901.73,4.6,146.34,1.0,1.0,1.4,0.41,9.67,9.78,0.19,0.31,-1.12,0.19,0.31,-1.12
1387,1664298203062,29.57,901.76,4.32,146.34,1.0,1.0,0.09,0.77,7.89,7.93,1.81,-2.56,-4.19,1.81,-2.56,-4.19
1388,1664298203337,29.57,901.82,3.76,146.34,1.0,1.0,0.59,1.16,10.97,11.05,2.0,-0.5,0.06,2.0,-0.5,0.06
1389,1664298203615,29.57,901.79,4.04,146.34,1.0,1.0,0.28,0.72,10.86,10.89,9.44,4.25,0.62,11.69,-2.0,-3.25
1390,1664298203894,29.57,901.8,3.94,146.34,1.0,1.0,0.77,0.78,8.74,8.81,14.38,-0.81,-0.44,14.38,-0.81,-0.44
1391,1664298204183,29.57,901.8,3.94,146.34,1.0,1.0,1.72,-0.76,9.86,10.04,8.44,0.75,-4.0,8.44,0.75,-4.0
1392,1664298204461,29.57,901.81,3.85,146.34,1.0,1.0,1.65,0.03,5.82,6.05,-8.81,4.06,1.81,-8.81,4.06,1.81
1393,1664298204760,29.58,901.82,3.76,146.34,1.0,1.0,0.28,0.82,9.15,9.19,-7.56,-2.69,-1.5,-7.56,-2.69,-1.5
1394,1664298205033,29.58,901.82,3.76,146.34,1.0,1.0,0.88,1.25,8.94,9.07,-8.06,1.44,-0.37,-8.06,1.44,-0.37
1395,1664298205311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1396,1664298205613,29.58,901.77,4.22,146.34,1.0,1.0,3.31,-0.55,10.71,11.22,-1.06,4.5,0.06,-1.06,4.5,0.06
1397,1664298205886,29.58,901.83,3.66,146.34,1.0,1.0,1.08,0.38,9.29,9.36,2.0,-2.12,0.88,2.0,-2.12,0.88
1398,1664298206164,29.58,901.8,3.94,146.34,1.0,1.0,4.4,-0.65,11.09,11.95,6.56,3.37,4.25,6.12,-1.62,-4.75
1399,1664298206437,29.58,901.81,3.85,146.34,1.0,1.0,1.06,-0.21,9.45,9.51,-1.5,5.06,3.75,-1.5,5.06,3.75
1400,1664298206713,29.58,901.8,3.94,146.34,1.0,1.0,1.36,-0.27,8.9,9.01,-0.13,-1.69,1.81,-0.13,-1.69,1.81
1401,1664298207052,29.59,901.81,3.85,146.34,1.0,1.0,1.08,0.22,10.83,10.89,1.25,-2.25,-1.0,1.25,-2.25,-1.0
1402,1664298207336,29.58,901.8,3.94,146.34,1.0,1.0,0.76,0.9,11.16,11.22,-1.37,-2.87,2.19,-1.37,-2.87,2.19
1403,1664298207612,29.59,901.79,4.04,146.34,1.0,1.0,2.09,0.59,8.45,8.72,1.12,-1.5,-4.19,1.12,-1.5,-4.19
1404,1664298207886,29.59,901.76,4.32,146.34,1.0,1.0,1.75,0.02,8.55,8.73,-1.56,1.0,-0.88,0.56,2.31,1.69
1405,1664298208179,29.59,901.81,3.85,146.34,1.0,1.0,0.49,1.92,10.73,10.91,5.0,5.87,-2.56,5.0,5.87,-2.56
1406,1664298208461,29.59,901.8,3.94,146.34,1.0,1.0,1.15,0.59,11.22,11.29,1.37,-2.69,-3.69,1.37,-2.69,-3.69
1407,1664298208735,29.59,901.77,4.22,146.34,1.0,1.0,2.46,0.59,10.45,10.75,-3.62,1.06,2.19,-3.62,1.06,2.19
1408,1664298209014,29.59,901.79,4.04,146.34,1.0,1.0,0.58,-0.05,7.36,7.38,-0.06,-4.19,1.0,-0.06,-4.19,1.0
1409,1664298209296,29.59,901.79,4.04,146.34,1.0,1.0,-0.32,-0.08,10.33,10.34,-1.31,-2.19,0.31,-1.0,-0.5,1.69
1410,1664298209606,29.59,901.76,4.32,146.34,1.0,1.0,0.93,1.74,11.11,11.28,0.0,-0.06,-2.25,0.0,-0.06,-2.25
1411,1664298209888,29.59,901.79,4.04,146.34,1.0,1.0,-0.57,-0.25,8.0,8.02,2.5,-5.69,-0.06,2.5,-5.69,-0.06
1412,1664298210173,29.59,901.79,4.04,146.34,1.0,1.0,-0.04,0.54,5.78,5.81,2.06,-3.19,-2.5,2.06,-3.19,-2.5
1413,1664298210455,29.59,901.79,4.04,146.34,1.0,1.0,0.49,1.95,11.51,11.68,-7.75,-0.44,3.12,-7.75,-0.44,3.12
1414,1664298210747,29.58,901.76,4.32,146.34,1.0,1.0,1.12,-0.3,7.63,7.72,-24.44,-3.5,4.0,-20.56,-3.81,4.19
1415,1664298211022,29.58,901.78,4.13,146.34,1.0,1.0,1.15,1.11,9.03,9.17,-3.0,0.44,1.25,-3.0,0.44,1.25
1416,1664298211297,29.58,901.77,4.22,146.34,1.0,1.0,0.75,0.48,9.81,9.85,8.88,1.69,-3.87,8.88,1.69,-3.87
1417,1664298211570,29.58,901.78,4.13,146.34,1.0,1.0,1.03,0.41,7.21,7.29,7.06,7.44,0.56,7.06,7.44,0.56
1418,1664298211852,29.58,901.83,3.66,146.34,1.0,1.0,3.1,0.65,11.69,12.11,11.25,-2.12,-3.12,11.25,-2.12,-3.12
1419,1664298212138,29.59,901.82,3.76,146.34,1.0,1.0,2.92,-0.61,9.53,9.99,3.37,-1.75,0.88,3.37,-1.75,0.88
1420,1664298212413,29.59,901.81,3.85,146.34,1.0,1.0,-1.31,0.78,8.28,8.42,3.25,-3.56,-4.12,3.25,-3.56,-4.12
1421,1664298212695,29.59,901.86,3.38,146.34,1.0,1.0,0.17,0.14,9.22,9.22,-1.19,4.87,2.06,3.06,-2.87,-1.94
1422,1664298212970,29.59,901.85,3.48,146.34,1.0,1.0,1.04,-0.46,7.18,7.27,-1.75,0.81,0.13,-1.75,0.81,0.13
1423,1664298213247,29.59,901.84,3.57,146.34,1.0,1.0,2.36,-0.6,6.29,6.74,-0.56,3.75,0.56,-0.56,3.75,0.56
1424,1664298213538,29.59,901.93,2.73,146.34,1.0,1.0,2.4,1.28,11.75,12.06,2.69,-0.06,0.5,-3.06,3.62,-1.25
1425,1664298213818,29.59,901.88,3.2,146.34,1.0,1.0,3.29,-0.55,9.84,10.39,0.25,-1.56,-3.5,0.25,-1.56,-3.5
1426,1664298214114,29.59,901.88,3.2,146.34,1.0,1.0,1.02,0.95,10.37,10.46,0.19,0.37,-2.75,0.19,0.37,-2.75
1427,1664298214390,29.59,901.88,3.2,146.34,1.0,1.0,1.37,0.34,10.51,10.6,0.0,2.06,2.5,0.0,2.06,2.5
1428,1664298214694,29.59,901.89,3.1,146.34,1.0,1.0,0.95,0.32,11.7,11.74,-0.25,-0.75,13.69,5.56,2.75,16.75
1429,1664298214968,29.58,901.91,2.91,146.34,1.0,1.0,1.18,0.48,10.76,10.84,3.0,8.63,28.06,3.0,8.63,28.06
1430,1664298215246,29.58,901.93,2.73,146.34,1.0,1.0,2.54,1.45,11.37,11.74,8.63,1.12,25.5,8.63,1.12,25.5
1431,1664298215523,29.58,901.97,2.35,146.34,1.0,1.0,1.39,1.08,10.32,10.47,3.31,-1.75,1.12,3.31,-1.75,1.12
1432,1664298215800,29.58,901.94,2.63,146.34,1.0,1.0,-0.57,0.17,7.31,7.33,0.13,-4.31,-2.69,0.13,-4.31,-2.69
1433,1664298216081,29.58,901.96,2.45,146.34,1.0,1.0,-0.89,0.97,9.35,9.44,0.81,0.13,0.25,0.81,0.13,0.25
1434,1664298216354,29.57,901.92,2.82,146.34,1.0,1.0,1.34,0.38,10.4,10.49,0.88,2.31,0.94,0.88,2.31,0.94
1435,1664298216634,29.58,901.93,2.73,146.34,1.0,1.0,1.75,-0.02,9.45,9.61,0.31,0.13,13.88,0.31,0.13,13.88
1436,1664298216910,29.58,901.92,2.82,146.34,1.0,1.0,1.15,-0.27,8.5,8.58,-1.81,1.37,1.81,-1.06,-1.56,1.75
1437,1664298217185,29.58,901.92,2.82,146.34,1.0,1.0,1.54,1.08,9.56,9.74,-2.62,0.06,1.19,-2.62,0.06,1.19
1438,1664298217470,29.58,901.96,2.45,146.34,1.0,1.0,2.02,1.32,11.67,11.92,-4.44,1.19,-0.31,2.5,0.81,-0.13
1439,1664298217747,29.59,901.94,2.63,146.34,1.0,1.0,1.1,-1.1,7.77,7.92,1.12,-1.12,-0.13,1.12,-1.12,-0.13
1440,1664298218026,29.59,901.97,2.35,146.34,1.0,1.0,1.29,0.45,9.79,9.88,2.62,-1.94,1.81,2.62,-1.94,1.81
1441,1664298218300,29.59,901.96,2.45,146.34,1.0,1.0,0.19,-0.31,7.76,7.77,3.06,1.31,-1.94,3.06,1.31,-1.94
1442,1664298218592,29.59,902.03,1.79,146.34,1.0,1.0,-0.86,0.17,8.69,8.73,-3.06,-0.56,0.13,-3.06,-0.56,0.13
1443,1664298218882,29.59,902.09,1.23,146.34,1.0,1.0,1.12,0.24,8.26,8.34,-1.81,-0.13,5.12,-1.81,-0.13,5.12
1444,1664298219166,29.59,902.09,1.23,146.34,1.0,1.0,5.29,0.28,10.98,12.19,0.25,-10.75,-1.37,0.25,-10.75,-1.37
1445,1664298219454,29.59,902.04,1.7,146.34,1.0,1.0,-1.23,-1.1,9.5,9.64,-7.94,-1.37,5.62,-6.19,-5.5,-1.87
1446,1664298219731,29.59,902.02,1.89,146.34,1.0,1.0,3.33,-1.56,7.73,8.56,-3.94,-1.19,-3.06,0.81,2.5,-1.06
1447,1664298220015,29.59,902.06,1.51,146.34,1.0,1.0,-1.01,1.24,9.04,9.18,2.25,3.31,3.31,2.25,3.31,3.31
1448,1664298220292,29.58,902.03,1.79,146.34,1.0,1.0,3.29,0.87,7.09,7.86,2.31,2.94,-0.56,-1.25,-5.25,-2.0
1449,1664298220571,29.58,902.04,1.7,146.34,1.0,1.0,-1.25,-0.28,10.7,10.78,-1.87,-6.81,0.56,-1.87,-6.81,0.56
1450,1664298220844,29.58,902.02,1.89,146.34,1.0,1.0,-0.88,1.92,9.12,9.36,1.94,5.56,1.69,1.94,5.56,1.69
1451,1664298221131,29.59,902.03,1.79,146.34,1.0,1.0,2.5,-0.06,10.18,10.48,1.06,-1.94,1.12,1.06,-1.94,1.12
1452,1664298221413,29.59,902.02,1.89,146.34,1.0,1.0,-0.07,-2.13,10.36,10.58,-4.37,0.5,-0.44,-4.37,0.5,-0.44
1453,1664298221693,29.59,902.01,1.98,146.34,1.0,1.0,-1.06,-1.46,11.99,12.12,2.19,3.19,-1.37,2.19,3.19,-1.37
1454,1664298221971,29.59,901.97,2.35,146.34,1.0,1.0,0.79,-0.2,11.26,11.29,-3.44,-2.69,4.87,-3.44,-2.69,4.87
1455,1664298222253,29.6,901.97,2.35,146.34,1.0,1.0,0.68,-0.93,10.07,10.14,-3.31,-2.69,2.12,-3.31,-2.69,2.12
1456,1664298222548,29.6,901.96,2.45,146.34,1.0,1.0,1.49,-0.82,9.05,9.21,-0.44,-2.62,-0.5,-0.44,-2.62,-0.5
1457,1664298222824,29.6,901.96,2.45,146.34,1.0,1.0,1.51,0.32,9.78,9.9,0.25,0.94,-0.19,0.25,0.94,-0.19
1458,1664298223099,29.61,901.97,2.35,146.34,1.0,1.0,2.05,-0.08,9.41,9.63,0.56,1.06,-0.13,0.56,1.06,-0.13
1459,1664298223395,29.61,901.93,2.73,146.34,1.0,1.0,1.56,-0.1,9.37,9.5,0.56,0.06,-0.25,0.13,-0.13,0.25
1460,1664298223683,29.61,901.95,2.54,146.34,1.0,1.0,1.7,-0.24,9.35,9.51,-0.44,0.13,0.06,-0.44,0.13,0.06
1461,1664298224806,29.62,901.96,2.45,146.34,1.0,1.0,1.58,-0.12,9.32,9.45,-0.13,0.19,-0.13,0.0,0.13,-0.31
1462,1664298225097,29.62,901.97,2.35,146.34,1.0,1.0,1.71,-0.11,9.37,9.53,-0.31,-0.19,0.06,-0.31,-0.19,0.06
1463,1664298225374,29.63,901.96,2.45,146.34,1.0,1.0,1.63,-0.23,9.3,9.44,0.19,-0.13,-0.13,0.19,-0.13,-0.13
1464,1664298225648,29.63,901.95,2.54,146.34,1.0,1.0,1.69,-0.16,9.34,9.49,0.13,0.06,-0.06,0.13,0.06,-0.06
1465,1664298225929,29.63,901.98,2.26,146.34,1.0,1.0,1.65,-0.22,9.33,9.48,0.06,0.0,0.06,0.13,-0.25,0.13
1466,1664298226204,29.63,901.97,2.35,146.34,1.0,1.0,1.68,-0.17,9.34,9.49,0.19,-0.13,0.06,0.19,-0.13,0.06
1467,1664298226539,29.63,901.96,2.45,146.34,1.0,1.0,1.62,-0.22,9.35,9.49,0.06,-0.19,0.06,0.0,-0.19,0.13
1468,1664298226814,29.63,901.94,2.63,146.34,1.0,1.0,1.63,-0.22,9.34,9.48,-0.06,0.31,0.06,-0.06,0.31,0.06
1469,1664298227094,29.63,901.95,2.54,146.34,1.0,1.0,1.66,-0.22,9.33,9.48,-0.06,-0.06,-0.06,-0.06,0.19,-0.06
1470,1664298227372,29.63,901.95,2.54,146.34,1.0,1.0,1.64,-0.16,9.35,9.49,0.0,0.0,-0.06,0.0,0.0,-0.06
1471,1664298227655,29.64,901.95,2.54,146.34,1.0,1.0,1.66,-0.19,9.31,9.46,0.0,0.13,0.06,0.0,0.13,0.06
1472,1664298227932,29.64,901.94,2.63,146.34,1.0,1.0,1.65,-0.19,9.32,9.47,-0.13,0.0,0.0,-0.06,0.06,0.0
1473,1664298228227,29.64,901.95,2.54,146.34,1.0,1.0,1.67,-0.19,9.33,9.48,-0.19,0.13,0.13,-0.19,0.13,0.13
1474,1664298228513,29.64,901.96,2.45,146.34,1.0,1.0,1.65,-0.2,9.32,9.47,0.06,0.0,0.0,0.0,-0.06,-0.13
1475,1664298228790,29.64,901.96,2.45,146.34,1.0,1.0,1.64,-0.21,9.32,9.47,-0.13,0.06,-0.19,-0.13,0.06,-0.19
1476,1664298229078,29.65,901.98,2.26,146.34,1.0,1.0,1.65,-0.17,9.34,9.49,0.06,-0.06,0.13,0.06,-0.06,0.13
1477,1664298229356,29.65,901.97,2.35,146.34,1.0,1.0,1.65,-0.2,9.34,9.49,0.0,-0.06,0.06,0.0,-0.06,0.06
